2025-08-18 17:59:02,649 - INFO - Starting extraction...
2025-08-18 18:12:27,277 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,3.plain.html
2025-08-18 18:12:29,275 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,4.plain.html
2025-08-18 18:12:31,263 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,5.plain.html
2025-08-18 18:12:33,275 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,6.plain.html
2025-08-18 18:12:35,272 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,7.plain.html
2025-08-18 18:12:37,279 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,8.plain.html
2025-08-18 18:12:39,350 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,9.plain.html
2025-08-18 18:12:41,281 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,10.plain.html
2025-08-18 18:12:43,295 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,11.plain.html
2025-08-18 18:12:45,289 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,12.plain.html
2025-08-18 18:12:47,284 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,13.plain.html
2025-08-18 18:12:49,288 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,14.plain.html
2025-08-18 18:12:51,288 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,15.plain.html
2025-08-18 18:12:53,300 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,16.plain.html
2025-08-18 18:12:55,325 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,17.plain.html
2025-08-18 18:12:57,303 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,18.plain.html
2025-08-18 18:12:59,293 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,19.plain.html
2025-08-18 18:13:01,302 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,20.plain.html
2025-08-18 18:13:03,321 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,21.plain.html
2025-08-18 18:13:05,301 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,22.plain.html
2025-08-18 18:13:07,319 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,23.plain.html
2025-08-18 18:13:09,334 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,24.plain.html
2025-08-18 18:13:11,328 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,25.plain.html
2025-08-18 18:13:13,303 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,26.plain.html
2025-08-18 18:13:15,299 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,27.plain.html
2025-08-18 18:13:17,339 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,28.plain.html
2025-08-18 18:13:19,301 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,29.plain.html
2025-08-18 18:13:21,306 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,30.plain.html
2025-08-18 18:13:23,322 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,31.plain.html
2025-08-18 18:13:25,309 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,32.plain.html
2025-08-18 18:13:27,313 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,33.plain.html
2025-08-18 18:13:29,313 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,34.plain.html
2025-08-18 18:13:31,308 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,35.plain.html
2025-08-18 18:13:33,314 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,36.plain.html
2025-08-18 18:13:35,313 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,37.plain.html
2025-08-18 18:13:37,319 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,38.plain.html
2025-08-18 18:13:39,349 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,39.plain.html
2025-08-18 18:13:41,335 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,40.plain.html
2025-08-18 18:13:43,329 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,41.plain.html
2025-08-18 18:13:45,325 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,42.plain.html
2025-08-18 18:13:47,320 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,43.plain.html
2025-08-18 18:13:49,319 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,44.plain.html
2025-08-18 18:13:51,322 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,45.plain.html
2025-08-18 18:13:53,372 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,46.plain.html
2025-08-18 18:13:55,327 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,47.plain.html
2025-08-18 18:13:57,325 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,48.plain.html
2025-08-18 18:13:59,323 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,49.plain.html
2025-08-18 18:14:01,328 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,50.plain.html
2025-08-18 18:14:03,329 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,51.plain.html
2025-08-18 18:14:05,335 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,52.plain.html
2025-08-18 18:14:07,332 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,53.plain.html
2025-08-18 18:14:09,330 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,54.plain.html
2025-08-18 18:14:11,332 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,55.plain.html
2025-08-18 18:14:13,340 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,56.plain.html
2025-08-18 18:14:15,345 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,57.plain.html
2025-08-18 18:14:17,341 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,58.plain.html
2025-08-18 18:14:19,342 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,59.plain.html
2025-08-18 18:14:21,342 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,60.plain.html
2025-08-18 18:14:23,348 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,61.plain.html
2025-08-18 18:14:25,346 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,62.plain.html
2025-08-18 18:14:27,347 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,63.plain.html
2025-08-18 18:14:29,349 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,64.plain.html
2025-08-18 18:14:31,346 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,65.plain.html
2025-08-18 18:14:33,352 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,66.plain.html
2025-08-18 18:14:35,347 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,67.plain.html
2025-08-18 18:14:37,353 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,68.plain.html
2025-08-18 18:14:39,348 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,69.plain.html
2025-08-18 18:14:41,352 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,70.plain.html
2025-08-18 18:14:43,355 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,71.plain.html
2025-08-18 18:14:45,362 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,72.plain.html
2025-08-18 18:14:47,354 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,73.plain.html
2025-08-18 18:14:49,359 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,74.plain.html
2025-08-18 18:14:51,356 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,75.plain.html
2025-08-18 18:14:53,364 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,76.plain.html
2025-08-18 18:14:55,369 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,77.plain.html
2025-08-18 18:14:57,365 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,78.plain.html
2025-08-18 18:14:59,361 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,79.plain.html
2025-08-18 18:15:01,403 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,80.plain.html
2025-08-18 18:15:03,362 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,81.plain.html
2025-08-18 18:15:05,370 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,82.plain.html
2025-08-18 18:15:07,365 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,83.plain.html
2025-08-18 18:15:09,365 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,84.plain.html
2025-08-18 18:15:11,369 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,85.plain.html
2025-08-18 18:15:13,372 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,86.plain.html
2025-08-18 18:15:15,371 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,87.plain.html
2025-08-18 18:15:17,372 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,88.plain.html
2025-08-18 18:15:19,479 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,89.plain.html
2025-08-18 18:15:21,428 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,90.plain.html
2025-08-18 18:15:23,438 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,91.plain.html
2025-08-18 18:15:25,472 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,92.plain.html
2025-08-18 18:15:27,434 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,93.plain.html
2025-08-18 18:15:29,516 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,94.plain.html
2025-08-18 18:15:31,484 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,95.plain.html
2025-08-18 18:15:33,435 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,96.plain.html
2025-08-18 18:15:35,437 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,97.plain.html
2025-08-18 18:15:37,437 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,98.plain.html
2025-08-18 18:15:39,446 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,99.plain.html
2025-08-18 18:15:41,445 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,100.plain.html
2025-08-18 18:15:43,505 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,101.plain.html
2025-08-18 18:15:45,478 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,102.plain.html
2025-08-18 18:15:47,495 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,103.plain.html
2025-08-18 18:15:49,483 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,104.plain.html
2025-08-18 18:15:51,495 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,105.plain.html
2025-08-18 18:15:53,451 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,106.plain.html
2025-08-18 18:15:55,452 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,107.plain.html
2025-08-18 18:15:57,453 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,108.plain.html
2025-08-18 18:15:59,463 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,109.plain.html
2025-08-18 18:16:01,450 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,110.plain.html
2025-08-18 18:16:03,527 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,111.plain.html
2025-08-18 18:16:05,453 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,112.plain.html
2025-08-18 18:16:07,460 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,113.plain.html
2025-08-18 18:16:09,464 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,114.plain.html
2025-08-18 18:16:11,471 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,115.plain.html
2025-08-18 18:16:13,489 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,116.plain.html
2025-08-18 18:16:15,494 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,117.plain.html
2025-08-18 18:16:17,460 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,118.plain.html
2025-08-18 18:16:19,464 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,119.plain.html
2025-08-18 18:16:21,458 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,120.plain.html
2025-08-18 18:16:23,465 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,121.plain.html
2025-08-18 18:16:25,460 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,122.plain.html
2025-08-18 18:16:27,466 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,123.plain.html
2025-08-18 18:16:29,464 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,124.plain.html
2025-08-18 18:16:31,520 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,125.plain.html
